"id"	"species"	"A"	"B"
"1/sp|P62841|RS15_HUMAN"	"HUMAN"	0.207982517396332	0.169812048971084
"1/sp|P62906|RL10A_HUMAN"	"HUMAN"	0.0408874734913944	0.0285972204626299
"1/sp|P62910|RL32_HUMAN"	"HUMAN"	0.0562037577971902	0.01748045547577
"1/sp|P63208|SKP1_HUMAN"	"HUMAN"	0.0501518894916525	0.0267422420877786
"1/sp|P63220|RS21_HUMAN"	"HUMAN"	0.0517383170448763	0.00989490067904796
"1/sp|P68366|TBA4A_HUMAN"	"HUMAN"	0.112097213108072	0.053529338842143
"1/sp|P83731|RL24_HUMAN"	"HUMAN"	0.104003795674831	0.0332769252406245
"1/sp|Q00341|VIGLN_HUMAN"	"HUMAN"	0.0492609181815936	0.0428438359615495
"1/sp|Q00796|DHSO_HUMAN"	"HUMAN"	0.0666112023769647	0.0230755519140238
"1/sp|Q01469|FABP5_HUMAN"	"HUMAN"	0.0643236288625264	0.0462725598814247
"1/sp|Q03135|CAV1_HUMAN"	"HUMAN"	NA	NA
"1/sp|Q04941|PLP2_HUMAN"	"HUMAN"	0.033532598231443	0.0223366306592711
"1/sp|Q09666|AHNK_HUMAN"	"HUMAN"	0.0656924341959126	0.0719833340100003
"1/sp|Q10589|BST2_HUMAN"	"HUMAN"	0.018974786757173	0.0287368595341866
"1/sp|Q12788|TBL3_HUMAN"	"HUMAN"	0.0900331464333154	0.018319049660119
"1/sp|Q12797|ASPH_HUMAN"	"HUMAN"	0.0400943280059119	0.0539742644704748
"1/sp|Q12849|GRSF1_HUMAN"	"HUMAN"	0.0286527125475123	0.186458703198675
"1/sp|Q12874|SF3A3_HUMAN"	"HUMAN"	0.109968435203669	0.0278472153783828
"1/sp|Q13098|CSN1_HUMAN"	"HUMAN"	0.141938746058458	0.0400175822980191
"1/sp|Q13162|PRDX4_HUMAN"	"HUMAN"	0.109385254679552	0.0167294696036496
"1/sp|Q13283|G3BP1_HUMAN"	"HUMAN"	0.108099340361901	0.0914324802878086
"1/sp|Q13310|PABP4_HUMAN"	"HUMAN"	0.0598963901135496	0.0276141922831586
"1/sp|Q13547|HDAC1_HUMAN"	"HUMAN"	0.0397768932093174	0.0140313999942675
"1/sp|Q13619|CUL4A_HUMAN"	"HUMAN"	0.107075472090784	0.0135016219844289
"1/sp|Q13868|EXOS2_HUMAN"	"HUMAN"	0.105220995938513	0.112263709848703
"1/sp|Q14126|DSG2_HUMAN"	"HUMAN"	0.0716739935143357	0.0710212492662876
"1/sp|Q14376|GALE_HUMAN"	"HUMAN"	0.0470401310843778	0.31090449460588
"1/sp|Q15126|PMVK_HUMAN"	"HUMAN"	0.0749683108519025	0.0758000826409337
"1/sp|Q15404|RSU1_HUMAN"	"HUMAN"	0.201776409477153	NA
"1/sp|Q16543|CDC37_HUMAN"	"HUMAN"	0.056664631005064	0.0232197020554676
"1/sp|Q16822|PCKGM_HUMAN"	"HUMAN"	0.194564206554973	0.0458575940411605
"1/sp|Q16836|HCDH_HUMAN"	"HUMAN"	0.0793756762281008	0.0561818430054663
"1/sp|Q16851|UGPA_HUMAN"	"HUMAN"	0.182925429840741	0.105760617213576
"1/sp|Q29RF7|PDS5A_HUMAN"	"HUMAN"	0.158500202408392	0.0736652761632504
"1/sp|Q6ZRP7|QSOX2_HUMAN"	"HUMAN"	0.1103139413942	0.138564133496752
"1/sp|Q7L2H7|EIF3M_HUMAN"	"HUMAN"	0.0205932494273079	0.0616386182520475
"1/sp|Q7Z2K6|ERMP1_HUMAN"	"HUMAN"	0.0680913119561158	0.0663603565252699
"1/sp|Q7Z6Z7|HUWE1_HUMAN"	"HUMAN"	0.0673357568304126	0.0535324117243685
"1/sp|Q8NCA5|FA98A_HUMAN"	"HUMAN"	NA	NA
"1/sp|Q8NFH4|NUP37_HUMAN"	"HUMAN"	NA	0.0728519533809437
"1/sp|Q8TDN6|BRX1_HUMAN"	"HUMAN"	0.0568488687329911	0.0445481498150919
"1/sp|Q8WW12|PCNP_HUMAN"	"HUMAN"	0.0695452310828816	0.035843511863119
"1/sp|Q8WX93|PALLD_HUMAN"	"HUMAN"	0.014899007313584	0.0504634427811943
"1/sp|Q92598|HS105_HUMAN"	"HUMAN"	0.0596350764236783	0.0747407739993954
"1/sp|Q92688|AN32B_HUMAN"	"HUMAN"	0.0586450956020519	0.0364782697865974
"1/sp|Q92882|OSTF1_HUMAN"	"HUMAN"	NA	NA
"1/sp|Q92890|UFD1_HUMAN"	"HUMAN"	0.105543031735922	0.088622425476889
"1/sp|Q96C86|DCPS_HUMAN"	"HUMAN"	NA	0.085138686454842
"1/sp|Q96CW1|AP2M1_HUMAN"	"HUMAN"	0.0455551354148576	0.0614711583912832
"1/sp|Q96HE7|ERO1A_HUMAN"	"HUMAN"	0.0557099711988864	0.0340910481802914
"1/sp|Q96JJ7|TMX3_HUMAN"	"HUMAN"	0.0161049095086865	0.112973937642509
"1/sp|Q99436|PSB7_HUMAN"	"HUMAN"	0.0507096822991205	0.0581778254353137
"1/sp|Q99471|PFD5_HUMAN"	"HUMAN"	0.0746339992205882	0.0221468913183272
"1/sp|Q99567|NUP88_HUMAN"	"HUMAN"	0.256088769501424	0.0295015274274802
"1/sp|Q99598|TSNAX_HUMAN"	"HUMAN"	0.334850894199162	NA
"1/sp|Q99848|EBP2_HUMAN"	"HUMAN"	0.0705324338450747	0.0458511470691807
"1/sp|Q9BPW8|NIPS1_HUMAN"	"HUMAN"	0.228576944630036	0.0554383348583714
"1/sp|Q9BQ67|GRWD1_HUMAN"	"HUMAN"	0.0547165336777096	0.045908159333506
"1/sp|Q9BQG0|MBB1A_HUMAN"	"HUMAN"	0.0281947928597338	0.0538315751820337
"1/sp|Q9BR76|COR1B_HUMAN"	"HUMAN"	0.155065328649141	0.104529154909029
"1/sp|Q9BRA2|TXD17_HUMAN"	"HUMAN"	0.355279149645571	0.225366987873092
"1/sp|Q9BVC6|TM109_HUMAN"	"HUMAN"	NA	0.0237945495357997
"1/sp|Q9BXJ9|NAA15_HUMAN"	"HUMAN"	0.3015132139807	0.0100801390184362
"1/sp|Q9BYD3|RM04_HUMAN"	"HUMAN"	0.0802109741138651	NA
"1/sp|Q9BZE1|RM37_HUMAN"	"HUMAN"	0.298644433392944	0.116331146817218
"1/sp|Q9HD33|RM47_HUMAN"	"HUMAN"	NA	0.0228354007738876
"1/sp|Q9NRX4|PHP14_HUMAN"	"HUMAN"	0.247453326722623	0.186274656836559
"1/sp|Q9NTK5|OLA1_HUMAN"	"HUMAN"	0.0593047460553402	0.0243495900927964
"1/sp|Q9NTM9|CUTC_HUMAN"	"HUMAN"	0.098732756730458	0.0231220953487774
"1/sp|Q9NTZ6|RBM12_HUMAN"	"HUMAN"	0.0298062381788784	0.0274827663421614
"1/sp|Q9NZT2|OGFR_HUMAN"	"HUMAN"	0.0571412549257386	0.0375902666054628
"1/sp|Q9UBI6|GBG12_HUMAN"	"HUMAN"	0.063018584128666	0.0995340540287647
"1/sp|Q9UBM7|DHCR7_HUMAN"	"HUMAN"	0.0130652811435273	0.0257607530566265
"1/sp|Q9UBX3|DIC_HUMAN"	"HUMAN"	0.0678183484319987	0.0561029435114714
"1/sp|Q9UI30|TR112_HUMAN"	"HUMAN"	0.0490084543459492	0.0274166659453697
"1/sp|Q9UKD2|MRT4_HUMAN"	"HUMAN"	0.0842572952926479	0.1988322070191
"1/sp|Q9UKS6|PACN3_HUMAN"	"HUMAN"	0.0574945976139816	0.0128514447300223
"1/sp|Q9Y230|RUVB2_HUMAN"	"HUMAN"	0.0741124965884254	0.046134335675914
"1/sp|Q9Y262|EIF3L_HUMAN"	"HUMAN"	0.0657862007827535	0.069433543392108
"1/sp|Q9Y266|NUDC_HUMAN"	"HUMAN"	0.0543849869084825	0.0286710371903164
"1/sp|Q9Y2S7|PDIP2_HUMAN"	"HUMAN"	0.00480133716330818	0.0371040175838052
"1/sp|Q9Y2X3|NOP58_HUMAN"	"HUMAN"	0.0824961352587537	0.0541633686805835
"1/sp|Q9Y3U8|RL36_HUMAN"	"HUMAN"	0.0483233729660701	0.00523154678734231
"1/sp|Q9Y617|SERC_HUMAN"	"HUMAN"	0.069980071049527	0.0192948350061447
"2/sp|P05388|RLA0_HUMAN/sp|Q8NHW5|RLA0L_HUMAN"	"HUMAN"	0.071270447856342	0.0469876755800451
"2/sp|P31153|METK2_HUMAN/sp|Q00266|METK1_HUMAN"	"HUMAN"	NA	0.0471493009450627
"2/sp|P46439|GSTM5_HUMAN/sp|P09488|GSTM1_HUMAN"	"HUMAN"	NA	0.074667779216307
"2/sp|P47985|UCRI_HUMAN/sp|P0C7P4|UCRIL_HUMAN"	"HUMAN"	0.0908649184442429	0.035282757241371
"2/sp|P49448|DHE4_HUMAN/sp|P00367|DHE3_HUMAN"	"HUMAN"	0.204916359682445	0.0533880309826846
"2/sp|P54727|RD23B_HUMAN/sp|P54725|RD23A_HUMAN"	"HUMAN"	0.0458446100751159	0.0214096827712374
"2/sp|P62714|PP2AB_HUMAN/sp|P67775|PP2AA_HUMAN"	"HUMAN"	0.0663132434694101	0.030187014666116
"2/sp|P62879|GBB2_HUMAN/sp|P62873|GBB1_HUMAN"	"HUMAN"	NA	0.00598424101401161
"2/sp|P67936|TPM4_HUMAN/sp|P07951|TPM2_HUMAN"	"HUMAN"	0.0974616742332809	0.0321948012419743
"2/sp|Q15560|TCEA2_HUMAN/sp|P23193|TCEA1_HUMAN"	"HUMAN"	0.0538991348287536	0.0150351322833586
"2/sp|Q8IYD1|ERF3B_HUMAN/sp|P15170|ERF3A_HUMAN"	"HUMAN"	0.0653492653776216	0.222740510658991
"2/sp|Q9UHD9|UBQL2_HUMAN/sp|Q9UMX0|UBQL1_HUMAN"	"HUMAN"	0.0461597303047924	0.0522707198112133
"2/sp|Q9ULD0|OGDHL_HUMAN/sp|Q02218|ODO1_HUMAN"	"HUMAN"	0.0586102253480053	0.0286962818310871
"3/sp|P24844|MYL9_HUMAN/sp|O14950|ML12B_HUMAN/sp|P19105|ML12A_HUMAN"	"HUMAN"	0.0461393754198689	0.0305599810716636
"3/sp|P35241|RADI_HUMAN/sp|P26038|MOES_HUMAN/sp|P15311|EZRI_HUMAN"	"HUMAN"	0.221845341446517	0.125573757570142
"3/sp|P68371|TBB4B_HUMAN/sp|Q9BVA1|TBB2B_HUMAN/sp|Q13885|TBB2A_HUMAN"	"HUMAN"	0.0793305890879381	0.0848350709903651
"3/sp|Q8TDI0|CHD5_HUMAN/sp|Q14839|CHD4_HUMAN/sp|Q12873|CHD3_HUMAN"	"HUMAN"	0.150155551514711	0.0287899009653388
"4/sp|O43707|ACTN4_HUMAN/sp|Q08043|ACTN3_HUMAN/sp|P35609|ACTN2_HUMAN/sp|P12814|ACTN1_HUMAN"	"HUMAN"	0.0889776984864448	0.0574415155609661
"7/sp|P0CG39|POTEJ_HUMAN/sp|P0CG38|POTEI_HUMAN/sp|A5A3E0|POTEF_HUMAN/sp|Q6S8J3|POTEE_HUMAN/sp|P63261|ACTG_HUMAN/sp|P60709|ACTB_HUMAN/sp|Q9BYX7|ACTBM_HUMAN"	"HUMAN"	0.0680085465956007	0.0389312941596296
"9/sp|Q3ZCM7|TBB8_HUMAN/sp|A6NNZ2|TBB8L_HUMAN/sp|Q9BUF5|TBB6_HUMAN/sp|P07437|TBB5_HUMAN/sp|P68371|TBB4B_HUMAN/sp|P04350|TBB4A_HUMAN/sp|Q13509|TBB3_HUMAN/sp|Q9BVA1|TBB2B_HUMAN/sp|Q13885|TBB2A_HUMAN"	"HUMAN"	0.249688879885558	0.255437966418191
"1/sp|C8ZDR4|HRI1_YEAS8"	"YEAST"	0.067878017752339	0.378119365324777
"1/tr|C8Z3I1|C8Z3I1_YEAS8"	"YEAST"	0.122431920345862	0.0186533411048628
"1/tr|C8Z3L4|C8Z3L4_YEAS8"	"YEAST"	0.094045908644815	0.141292270290499
"1/tr|C8Z3M9|C8Z3M9_YEAS8"	"YEAST"	0.0765661637771146	0.0455244442326832
"1/tr|C8Z3Q6|C8Z3Q6_YEAS8"	"YEAST"	0.0388354000751512	NA
"1/tr|C8Z3Z0|C8Z3Z0_YEAS8"	"YEAST"	NA	NA
"1/tr|C8Z402|C8Z402_YEAS8"	"YEAST"	NA	NA
"1/tr|C8Z409|C8Z409_YEAS8"	"YEAST"	0.00207776522031	NA
"1/tr|C8Z419|C8Z419_YEAS8"	"YEAST"	0.0837315555483172	0.0161439318609788
"1/tr|C8Z423|C8Z423_YEAS8"	"YEAST"	0.0515545428960349	NA
"1/tr|C8Z439|C8Z439_YEAS8"	"YEAST"	0.0509956258011786	0.0407654860214492
"1/tr|C8Z454|C8Z454_YEAS8"	"YEAST"	0.0663941485479662	0.0420640923316114
"1/tr|C8Z470|C8Z470_YEAS8"	"YEAST"	0.113092795948832	0.0195180472343369
"1/tr|C8Z4E5|C8Z4E5_YEAS8"	"YEAST"	0.0446779115696501	0.0295073255268844
"1/tr|C8Z4H1|C8Z4H1_YEAS8"	"YEAST"	0.111299157128697	0.0382140668758991
"1/tr|C8Z4U3|C8Z4U3_YEAS8"	"YEAST"	0.0883943764147072	0.0303747765621656
"1/tr|C8Z5E5|C8Z5E5_YEAS8"	"YEAST"	0.0512209360041153	0.0797856233736448
"1/tr|C8Z5L5|C8Z5L5_YEAS8"	"YEAST"	NA	NA
"1/tr|C8Z5U9|C8Z5U9_YEAS8"	"YEAST"	0.0732363266721664	0.0168673129372215
"1/tr|C8Z5Y0|C8Z5Y0_YEAS8"	"YEAST"	0.0417624090008058	0.0287404724028934
"1/tr|C8Z6D5|C8Z6D5_YEAS8"	"YEAST"	0.0757727822768653	0.0103473212922549
"1/tr|C8Z6F5|C8Z6F5_YEAS8"	"YEAST"	0.0671219198577903	0.217740363455139
"1/tr|C8Z6H1|C8Z6H1_YEAS8"	"YEAST"	0.0445343817692238	NA
"1/tr|C8Z6H9|C8Z6H9_YEAS8"	"YEAST"	0.105167595324424	0.0315810982412563
"1/tr|C8Z6K7|C8Z6K7_YEAS8"	"YEAST"	0.193617280724856	0.0965229225385442
"1/tr|C8Z6Q4|C8Z6Q4_YEAS8"	"YEAST"	NA	NA
"1/tr|C8Z6U2|C8Z6U2_YEAS8"	"YEAST"	0.138249139867264	0.0353002919342691
"1/tr|C8Z6U7|C8Z6U7_YEAS8"	"YEAST"	0.028651668863573	0.00355630659082599
"1/tr|C8Z6X1|C8Z6X1_YEAS8"	"YEAST"	0.0497656933680913	0.191347447580193
"1/tr|C8Z7A8|C8Z7A8_YEAS8"	"YEAST"	0.106606224380927	0.0268424478733532
"1/tr|C8Z7B3|C8Z7B3_YEAS8"	"YEAST"	0.0996416271383854	NA
"1/tr|C8Z7T9|C8Z7T9_YEAS8"	"YEAST"	0.0785716216847676	0.00272868378718755
"1/tr|C8Z7V9|C8Z7V9_YEAS8"	"YEAST"	0.065767912164223	0.0632367101935628
"1/tr|C8Z7X9|C8Z7X9_YEAS8"	"YEAST"	0.116318951736554	0.0337890960849811
"1/tr|C8Z7Y7|C8Z7Y7_YEAS8"	"YEAST"	0.0422162101327684	0.385588447054337
"1/tr|C8Z865|C8Z865_YEAS8"	"YEAST"	0.0457416665569398	0.108112818489851
"1/tr|C8Z8A2|C8Z8A2_YEAS8"	"YEAST"	0.0475748477795427	0.121444601477366
"1/tr|C8Z8E8|C8Z8E8_YEAS8"	"YEAST"	0.23620424816096	0.360168509509238
"1/tr|C8Z8F1|C8Z8F1_YEAS8"	"YEAST"	0.148771272195799	NA
"1/tr|C8Z8S7|C8Z8S7_YEAS8"	"YEAST"	0.52962255415152	NA
"1/tr|C8Z8T3|C8Z8T3_YEAS8"	"YEAST"	0.0957042587961145	0.0628290726691848
"1/tr|C8Z9Q4|C8Z9Q4_YEAS8"	"YEAST"	NA	NA
"1/tr|C8Z9Q6|C8Z9Q6_YEAS8"	"YEAST"	0.294693437630664	NA
"1/tr|C8Z9X5|C8Z9X5_YEAS8"	"YEAST"	0.0257341718031528	0.0265679016438297
"1/tr|C8ZA01|C8ZA01_YEAS8"	"YEAST"	0.0754218557804374	0.124345801150528
"1/tr|C8ZA32|C8ZA32_YEAS8"	"YEAST"	0.267144479817872	NA
"1/tr|C8ZAC8|C8ZAC8_YEAS8"	"YEAST"	0.098781149077541	0.0419591278028439
"1/tr|C8ZAD7|C8ZAD7_YEAS8"	"YEAST"	0.00455355727387715	NA
"1/tr|C8ZAT7|C8ZAT7_YEAS8"	"YEAST"	0.200958457253837	NA
"1/tr|C8ZB41|C8ZB41_YEAS8"	"YEAST"	NA	NA
"1/tr|C8ZBE5|C8ZBE5_YEAS8"	"YEAST"	0.11828058097367	NA
"1/tr|C8ZBM2|C8ZBM2_YEAS8"	"YEAST"	NA	NA
"1/tr|C8ZBQ7|C8ZBQ7_YEAS8"	"YEAST"	0.0859246943804087	0.836095794917099
"1/tr|C8ZBS1|C8ZBS1_YEAS8"	"YEAST"	0.194634756853219	0.0983091522338268
"1/tr|C8ZBT6|C8ZBT6_YEAS8"	"YEAST"	0.0911085351580051	NA
"1/tr|C8ZC29|C8ZC29_YEAS8"	"YEAST"	0.068141457718102	0.0642224576430896
"1/tr|C8ZC71|C8ZC71_YEAS8"	"YEAST"	0.0806793039190497	0.112873967868376
"1/tr|C8ZC79|C8ZC79_YEAS8"	"YEAST"	0.00658169046580753	0.0743046808057475
"1/tr|C8ZCK0|C8ZCK0_YEAS8"	"YEAST"	0.0213658715037508	NA
"1/tr|C8ZCS7|C8ZCS7_YEAS8"	"YEAST"	0.0349604542999104	0.547187534266532
"1/tr|C8ZCZ9|C8ZCZ9_YEAS8"	"YEAST"	0.0461555659567847	0.077417728885187
"1/tr|C8ZDA3|C8ZDA3_YEAS8"	"YEAST"	0.154912255965783	NA
"1/tr|C8ZDH0|C8ZDH0_YEAS8"	"YEAST"	NA	NA
"1/tr|C8ZDJ5|C8ZDJ5_YEAS8"	"YEAST"	0.0843733330526889	NA
"1/tr|C8ZDZ8|C8ZDZ8_YEAS8"	"YEAST"	NA	NA
"1/tr|C8ZED0|C8ZED0_YEAS8"	"YEAST"	0.254109397276738	NA
"1/tr|C8ZEH6|C8ZEH6_YEAS8"	"YEAST"	0.0437215342592906	0.0458723244884701
"1/tr|C8ZEK3|C8ZEK3_YEAS8"	"YEAST"	0.0936453124829827	0.00719716512188236
"1/tr|C8ZEL8|C8ZEL8_YEAS8"	"YEAST"	0.108326415034105	0.118465744307837
"1/tr|C8ZEN4|C8ZEN4_YEAS8"	"YEAST"	0.154861246206441	0.0884054587471553
"1/tr|C8ZF34|C8ZF34_YEAS8"	"YEAST"	0.0117342448465172	NA
"1/tr|C8ZF37|C8ZF37_YEAS8"	"YEAST"	NA	NA
"1/tr|C8ZF53|C8ZF53_YEAS8"	"YEAST"	NA	NA
"1/tr|C8ZF93|C8ZF93_YEAS8"	"YEAST"	0.199727384343214	0.095743308757061
"1/tr|C8ZFA6|C8ZFA6_YEAS8"	"YEAST"	0.0558528232592376	0.0577670025288273
"1/tr|C8ZFH0|C8ZFH0_YEAS8"	"YEAST"	0.0648377643758575	NA
"1/tr|C8ZFR6|C8ZFR6_YEAS8"	"YEAST"	0.117058868613539	NA
"1/tr|C8ZFY2|C8ZFY2_YEAS8"	"YEAST"	0.155246181239217	0.0965055645609942
"1/tr|C8ZG03|C8ZG03_YEAS8"	"YEAST"	0.0108335167736547	NA
"1/tr|C8ZG95|C8ZG95_YEAS8"	"YEAST"	0.0420692400781515	0.0250745979825636
"1/tr|C8ZG98|C8ZG98_YEAS8"	"YEAST"	0.0983167784315487	0.103570005550052
"1/tr|C8ZGG1|C8ZGG1_YEAS8"	"YEAST"	0.0710191260371894	0.0212955965184721
"1/tr|C8ZGL6|C8ZGL6_YEAS8"	"YEAST"	0.00534657142604507	0.0161006312276223
"1/tr|C8ZGW5|C8ZGW5_YEAS8"	"YEAST"	0.0555590706547342	0.0185208805717688
"1/tr|C8ZGX6|C8ZGX6_YEAS8"	"YEAST"	0.0904267554091374	NA
