"proteinID"	"species"	"A1"	"A2"	"A3"	"B1"	"B2"	"B3"
"1/sp|P04693|TYRB_ECOLI"	"ECOLI"	16.20770353	NA	NA	105.5556903	119.730628723333	99.61204933
"1/sp|P04843|RPN1_HUMAN"	"HUMAN"	4331.37973933333	4567.67002333333	4522.781288	4477.95569033333	4230.31768066667	4397.18208866667
"1/sp|P04951|KDSB_ECOLI"	"ECOLI"	74.01772428	70.6436422233333	62.08773774	352.544531633333	337.903234866667	366.311757966667
"1/sp|P05023|AT1A1_HUMAN"	"HUMAN"	2053.08184733333	2074.751459	1983.306357	2132.72295366667	2084.352001	2150.003043
"1/sp|P06710|DPO3X_ECOLI"	"ECOLI"	NA	NA	NA	109.945823763333	44.351428405	69.1105825566667
"1/sp|P06730|IF4E_HUMAN"	"HUMAN"	540.765837733333	700.93187855	554.808724066667	543.016160466667	573.619234133333	586.473586166667
"1/sp|P06744|G6PI_HUMAN"	"HUMAN"	7987.32585033333	8393.87556633333	7994.68368266667	8104.05614833333	8365.19568666667	8036.86187496667
"1/sp|P06968|DUT_ECOLI"	"ECOLI"	NA	NA	NA	230.94222085	212.47211095	241.88475935
"1/sp|P06987|HIS7_ECOLI"	"ECOLI"	52.81219789	50.935381575	NA	164.789364826667	384.0128494	341.5440686
"1/sp|P06999|K6PF2_ECOLI"	"ECOLI"	425.195772583333	385.343363766667	352.503142866667	1415.2652317	1328.37979906667	1438.8832941
"1/sp|P07384|CAN1_HUMAN"	"HUMAN"	631.9033694	621.0909443	616.322536133333	610.7628146	602.9090119	625.704487066667
"1/sp|P07437|TBB5_HUMAN"	"HUMAN"	20829.1507823333	21215.7276783333	20734.102532	20006.6594633333	19447.8444533333	19497.5121676667
"1/sp|P07737|PROF1_HUMAN"	"HUMAN"	18763.4074206667	19173.8940446	19038.297598	18621.0128332333	18629.9496887	18172.5403385667
"1/sp|P07910|HNRPC_HUMAN"	"HUMAN"	19938.833367	20417.6395233333	19629.7428946667	22136.519883	21688.8723196667	21873.3729213333
"1/sp|P07954|FUMH_HUMAN"	"HUMAN"	1964.33750896667	2051.9288577	2027.59502496667	1931.94714553333	1952.9421216	1960.76190356667
"1/sp|P08729|K2C7_HUMAN"	"HUMAN"	9029.00411466667	9321.509121	8907.191901	9122.31451366667	9094.20198266667	9161.45618033333
"1/sp|P09169|OMPT_ECOLI"	"ECOLI"	878.769512033333	868.256706733333	898.286709333333	3432.371304	3406.25431	3422.27439966667
"1/sp|P09372|GRPE_ECOLI"	"ECOLI"	1149.24659713333	1155.7741698	1095.15190086667	3811.56693433333	3751.33394233333	3800.35925233333
"1/sp|P09373|PFLB_ECOLI"	"ECOLI"	6142.637774	6071.90803433333	5878.90666266667	27588.3896433333	26602.7761333333	27074.4919766667
"1/sp|P0A6F9|CH10_ECOLI"	"ECOLI"	3545.75489166667	3645.99080633333	3446.43009733333	14910.3840566667	15083.2746466667	14852.08791
"1/sp|P0A6I0|KCY_ECOLI"	"ECOLI"	108.957720953333	88.8807059233333	111.534435333333	437.7043331	394.958055566667	407.6055878
"1/sp|P0A6K6|DEOB_ECOLI"	"ECOLI"	1381.00808543333	1369.72257806667	1346.3968984	5533.656696	5773.576774	5884.21901
"1/sp|P0A729|YCEF_ECOLI"	"ECOLI"	167.01692155	148.7972434	136.0883768	568.517713133333	487.557432466667	521.7265122
"1/sp|P0A799|PGK_ECOLI"	"ECOLI"	24015.7995266667	24421.87626	24398.5524066667	102557.56068	100341.223256667	103563.03909
"1/sp|P0A7A7|PLSB_ECOLI"	"ECOLI"	59.0195487233333	69.1600661966667	90.1954114666667	351.2219808	697.812528466667	614.815700266667
"1/sp|P0A7B5|PROB_ECOLI"	"ECOLI"	NA	NA	NA	186.933866066667	209.8163747	172.541706866667
"1/sp|P0A7I4|RF3_ECOLI"	"ECOLI"	99.56407101	81.60438871	74.6038796366667	273.790039166667	349.230168833333	327.358941133333
"1/sp|P0A7N9|RL33_ECOLI"	"ECOLI"	NA	NA	NA	4463.062612	4341.620051	4242.8529755
"1/sp|P0A7W7|RS8_ECOLI"	"ECOLI"	1966.30388333333	1880.58718666667	1939.264289	8315.15204866667	8533.82125966667	8331.93853966667
"1/sp|P0A7X6|RIMM_ECOLI"	"ECOLI"	NA	NA	NA	267.65747221	271.647658503333	261.019029066667
"1/sp|P0A7Z4|RPOA_ECOLI"	"ECOLI"	1515.1818918	1574.66056276667	1563.025822	6468.147863	6307.8688209	6297.54759066667
"1/sp|P0A800|RPOZ_ECOLI"	"ECOLI"	115.76238387	110.923346993333	102.60692206	401.1806073	381.104870233333	385.356532633333
"1/sp|P0A805|RRF_ECOLI"	"ECOLI"	518.264278033333	523.162057266667	545.280893933333	1871.345629	1815.76370866667	1881.891887
"1/sp|P0A8F4|URK_ECOLI"	"ECOLI"	NA	NA	NA	139.463402085	163.597520605	158.616709085
"1/sp|P0A8G6|NQOR_ECOLI"	"ECOLI"	1743.10372877	1992.10043263333	1608.2649073	8278.89754946667	8172.10995243333	7376.95525686667
"1/sp|P0A8W5|YQGE_ECOLI"	"ECOLI"	NA	NA	32.19856654	126.609366463333	101.629353763333	119.90948774
"1/sp|P0A8X0|YJGA_ECOLI"	"ECOLI"	449.379025	434.694041143333	94.5940522566667	851.7714119	758.069163	770.359118266667
"1/sp|P0A927|TSX_ECOLI"	"ECOLI"	174.122662596667	161.606585326667	177.641910783333	675.7942008	567.758097666667	588.724686533333
"1/sp|P0A940|BAMA_ECOLI"	"ECOLI"	303.7876713	240.9329974	262.9955689	876.063623133333	895.3481554	909.3729592
"1/sp|P0A998|FTNA_ECOLI"	"ECOLI"	584.48172746	414.931731393333	363.174219156667	1522.80872187	1456.79243319667	1515.98709493333
"1/sp|P0A9D2|GSTA_ECOLI"	"ECOLI"	301.7516045	229.957808166667	273.413171733333	973.853412133333	929.008035266667	914.0440604
"1/sp|P0A9W9|YRDA_ECOLI"	"ECOLI"	NA	NA	NA	124.36052428	130.845322503333	154.805762966667
"1/sp|P0AA25|THIO_ECOLI"	"ECOLI"	1114.1433285	1171.09615806667	1089.50995223333	4569.23405253333	4067.81573526667	3901.6800804
"1/sp|P0AAA1|YAGU_ECOLI"	"ECOLI"	159.11044676	143.68113037	158.98791281	531.668099333333	483.704629333333	561.018845833333
"1/sp|P0AAI5|FABF_ECOLI"	"ECOLI"	288.764817433333	276.1915521	307.579310833333	1099.5560022	1030.22093093333	1076.98095796667
"1/sp|P0AAJ8|HYBA_ECOLI"	"ECOLI"	NA	NA	NA	60.255980375	63.12672351	54.8169310166667
"1/sp|P0AB80|ILVE_ECOLI"	"ECOLI"	105.582453253333	96.79576679	107.597942356667	453.533762966667	412.426801933333	404.061076433333
"1/sp|P0ABJ9|CYDA_ECOLI"	"ECOLI"	2157.07019933333	2241.65820133333	2027.65598833333	9370.37658233333	9314.348499	9196.62136466667
"1/sp|P0ACA3|SSPA_ECOLI"	"ECOLI"	400.3385146	436.586482333333	393.1819785	1480.10562033333	1574.15047333333	1564.73513533333
"1/sp|P0ACA7|GSTB_ECOLI"	"ECOLI"	129.153563566667	136.3158877	NA	486.2160196	488.622029866667	511.1887102
"1/sp|P0ACX3|YDHR_ECOLI"	"ECOLI"	154.252992886667	136.338879253333	141.57426773	607.025127033333	585.500079633333	571.5351836
"1/sp|P0AD05|YECA_ECOLI"	"ECOLI"	NA	NA	NA	288.741330633333	286.021862503333	320.64004253
"1/sp|P0AD57|ISPB_ECOLI"	"ECOLI"	60.6057748533333	59.134696365	72.35359476	139.9329317	135.750684933333	143.441783733333
"1/sp|P0ADE8|YGFZ_ECOLI"	"ECOLI"	388.496958033333	351.3739385	401.5753386	1528.60687566667	1416.45097263333	1451.77586033333
"1/sp|P0ADG4|SUHB_ECOLI"	"ECOLI"	59.35557991	63.2174641866667	251.566644346667	261.863753533333	335.903610506667	422.86338
"1/sp|P0ADK8|YIBL_ECOLI"	"ECOLI"	NA	NA	NA	169.471167566667	176.312255766667	218.6030875
"1/sp|P0ADR6|RLMM_ECOLI"	"ECOLI"	NA	NA	NA	NA	88.138237675	96.103580345
"1/sp|P0ADU5|YGIW_ECOLI"	"ECOLI"	1468.15119583333	1416.64343906667	1419.6938856	6051.00535	6015.31775566667	5698.38967866667
"1/sp|P0AE82|CPXA_ECOLI"	"ECOLI"	98.17316248	111.201054875	147.5754596	447.505670966667	479.351324586667	580.619203666667
"1/sp|P0AED0|USPA_ECOLI"	"ECOLI"	1410.6110797	982.7954604	913.810419146667	4597.57064963333	4636.74480466667	4561.48439613333
"1/sp|P0AEK2|FABG_ECOLI"	"ECOLI"	612.1011206	713.8295715	706.829040166667	2748.58767	2719.29039333333	2672.44267133333
"1/sp|P0AET2|HDEB_ECOLI"	"ECOLI"	290.343656703333	256.0531472	270.512091983333	1067.9852969	1065.507931	1067.54485086667
"1/sp|P0AEZ3|MIND_ECOLI"	"ECOLI"	347.709060166667	317.5557941	335.130833633333	1118.2998579	1165.02283016667	1113.17919496667
"1/sp|P0AF03|MOG_ECOLI"	"ECOLI"	71.9986251266667	84.29911247	103.102959255	370.327604833333	371.300488333333	367.132631733333
"1/sp|P0AF28|NARL_ECOLI"	"ECOLI"	73.3481788	155.230107543333	85.138728715	407.228494233333	400.013188033333	403.4890214
"1/sp|P0AFC3|NUOA_ECOLI"	"ECOLI"	96.625411395	114.619370565	130.438584165	315.0305732	391.72462005	386.5066532
"1/sp|P0AG27|YIBN_ECOLI"	"ECOLI"	216.59221825	200.110077	225.7024893	896.076215933333	885.289191333333	862.0906063
"1/sp|P0AGE9|SUCD_ECOLI"	"ECOLI"	606.321518466667	612.7501435	644.186394166667	2514.24012	2566.016786	2568.408585
"1/sp|P0AGJ9|SYY_ECOLI"	"ECOLI"	331.525537233333	411.9398308	376.211370133333	991.798418566667	1010.67714536667	1003.08835863333
"1/sp|P10809|CH60_HUMAN"	"HUMAN"	37657.9665233333	37903.4284	36168.1155633333	39624.1336166667	37849.8904633333	37313.93174
"1/sp|P11047|LAMC1_HUMAN"	"HUMAN"	162.133256553333	132.632618185	NA	188.636864633333	166.9176808	NA
"1/sp|P11310|ACADM_HUMAN"	"HUMAN"	1331.51357866667	1273.77961833333	1357.11881933333	1301.94966366667	1291.97262066667	1319.77533066667
"1/sp|P12268|IMDH2_HUMAN"	"HUMAN"	3860.1381765	3797.78560983333	3598.007098	4093.67593566667	3933.04343476667	3949.03128763333
"1/sp|P13010|XRCC5_HUMAN"	"HUMAN"	6767.34190533333	6772.58882566667	6995.03599	7128.39843933333	7433.020241	7175.93374266667
"1/sp|P13489|RINI_HUMAN"	"HUMAN"	1358.012429	1336.66950766667	1325.30536846667	1267.84709413333	1355.7003826	1265.05109663333
"1/sp|P13639|EF2_HUMAN"	"HUMAN"	12581.1530966667	13286.1548033333	13170.2846566667	12933.89126	13367.6878333333	13247.7163866667
"1/sp|P13693|TCTP_HUMAN"	"HUMAN"	1359.9790988	1355.1350943	1360.64603236667	1335.11574046667	1291.24718803333	1300.7872707
"1/sp|P14314|GLU2B_HUMAN"	"HUMAN"	3859.30435833333	4050.672002	3736.48035433333	3770.74451466667	3572.647931	3608.87789633333
"1/sp|P14900|MURD_ECOLI"	"ECOLI"	48.06400507	NA	NA	210.762533866667	202.9655375	203.3999589
"1/sp|P15288|PEPD_ECOLI"	"ECOLI"	615.066288866667	632.875896633333	621.7406618	2596.86735066667	2594.887851	2409.44884933333
"1/sp|P16095|SDHL_ECOLI"	"ECOLI"	88.39423271	79.2386189933333	71.29363238	313.539302433333	305.350675733333	312.9549582
"1/sp|P16659|SYP_ECOLI"	"ECOLI"	243.981590833333	858.150355036667	673.640141033333	822.647570133333	848.564020666667	835.958630733333
"1/sp|P17117|NFSA_ECOLI"	"ECOLI"	72.7776641933333	NA	NA	204.590951333333	216.296632533333	227.67062099
"1/sp|P17169|GLMS_ECOLI"	"ECOLI"	473.6208023	492.961860466667	452.808841633333	1464.67850603333	1358.55879426667	1385.077218
"1/sp|P17174|AATC_HUMAN"	"HUMAN"	816.639649166667	771.256967666667	791.644970833333	1150.47546056667	1155.4576991	1100.28954706667
"1/sp|P17812|PYRG1_HUMAN"	"HUMAN"	673.079359933333	609.121161233333	628.166581633333	620.880316566667	629.8045454	666.4478582
"1/sp|P18621|RL17_HUMAN"	"HUMAN"	4067.45558066667	4239.83811133333	4050.17774766667	4171.27943933333	4009.742891	4255.11469833333
"1/sp|P20020|AT2B1_HUMAN"	"HUMAN"	135.12070413	NA	107.625560035	114.540872835	134.84909505	142.333511855
"1/sp|P20674|COX5A_HUMAN"	"HUMAN"	1454.11870586667	1379.77860126667	1410.7761994	1584.0617582	1480.21710496667	1426.578486
"1/sp|P21266|GSTM3_HUMAN"	"HUMAN"	2502.73348146667	2598.2995934	2539.69051133333	2631.38325583333	2567.1521702	2593.12904296667
"1/sp|P21499|RNR_ECOLI"	"ECOLI"	134.504249786667	124.71039135	177.30476614	483.147462666667	729.402763933333	753.3835505
"1/sp|P21796|VDAC1_HUMAN"	"HUMAN"	7563.66539233333	7540.73758843333	7482.2705736	7708.52769633333	7769.67488016667	7604.720359
"1/sp|P21926|CD9_HUMAN"	"HUMAN"	416.476542266667	467.947986633333	433.320103266667	344.899404033333	396.915952166667	401.9803301
"1/sp|P22939|ISPA_ECOLI"	"ECOLI"	NA	NA	NA	135.7267449	163.6421357	154.39440165
"1/sp|P23721|SERC_ECOLI"	"ECOLI"	214.5624814	183.011262466667	209.1677986	731.4660814	728.804194266667	725.018443066667
"1/sp|P23830|PSS_ECOLI"	"ECOLI"	253.520895253333	44.15541916	246.301327153333	240.726875733333	213.320433866667	219.5676622
"1/sp|P24178|YFFB_ECOLI"	"ECOLI"	NA	NA	NA	60.16305715	NA	55.008424945
"1/sp|P24252|YBGA_ECOLI"	"ECOLI"	296.92912046	NA	NA	82.296716455	NA	72.976819085
"1/sp|P24752|THIL_HUMAN"	"HUMAN"	2574.919361	2588.5317768	2468.64029833333	2145.50656333333	2187.9115438	2142.2048167
"1/sp|P25522|MNME_ECOLI"	"ECOLI"	NA	NA	40.396737515	141.208379666667	152.4687534	164.656647266667
"1/sp|P25685|DNJB1_HUMAN"	"HUMAN"	1093.54580043333	1085.5364456	1039.55262526667	1092.28679293333	1022.52207663333	991.516975866667
"1/sp|P26006|ITA3_HUMAN"	"HUMAN"	1240.03279773333	1244.00428463333	1252.9769983	1266.79261383333	1303.55758633333	1318.65942563333
"1/sp|P26368|U2AF2_HUMAN"	"HUMAN"	1620.20915633333	1670.61424	1619.65529633333	1837.769448	1849.09311033333	1771.48689633333
"1/sp|P26459|APPC_ECOLI"	"ECOLI"	NA	192.83571975	151.343517035	286.838080466667	312.128392666667	289.101908233333
"1/sp|P27105|STOM_HUMAN"	"HUMAN"	747.670735633333	792.280814633333	779.996730966667	702.554489066667	638.2180127	733.519403133333
"1/sp|P28070|PSB4_HUMAN"	"HUMAN"	1337.00330366667	1328.27530623333	1354.7450465	1385.3604606	1313.17606763333	1273.11447793333
"1/sp|P28288|ABCD3_HUMAN"	"HUMAN"	533.241698333333	476.001550966667	522.833463866667	483.1646985	441.5057178	479.450997333333
"1/sp|P28838|AMPL_HUMAN"	"HUMAN"	547.5682732	541.2301806	559.179600133333	485.768652866667	532.899348433333	558.4882254
"1/sp|P29012|ALR2_ECOLI"	"ECOLI"	NA	NA	44.09511844	252.6912636	252.133959533333	245.271539533333
"1/sp|P29218|IMPA1_HUMAN"	"HUMAN"	398.22433755	407.0033704	402.92442275	334.23659115	401.19804355	379.46296255
"1/sp|P30041|PRDX6_HUMAN"	"HUMAN"	10123.7469003333	10337.902959	10110.240418	10792.461119	10470.2296313333	10445.142735
"1/sp|P30048|PRDX3_HUMAN"	"HUMAN"	5688.12913933333	5923.41387566667	5951.49184633333	6115.13489	6066.59051466667	6073.041949
"1/sp|P30138|THIF_ECOLI"	"ECOLI"	NA	NA	NA	59.67814935	70.45477544	59.16474248
"1/sp|P30153|2AAA_HUMAN"	"HUMAN"	1711.62151666667	1726.99606933333	1663.76454	1670.798075	1650.299293	1601.907977
"1/sp|P31063|YEDD_ECOLI"	"ECOLI"	73.579193365	86.2694154	116.91913698	235.319674263333	231.431505246667	255.888544793333
"1/sp|P31150|GDIA_HUMAN"	"HUMAN"	555.713020266667	562.7456266	554.2492379	576.6791757	555.274383433333	574.971322966667
"1/sp|P31433|YICH_ECOLI"	"ECOLI"	NA	NA	38.1236834733333	147.479325366667	135.9735236	129.998602733333
"1/sp|P31930|QCR1_HUMAN"	"HUMAN"	2319.23805233333	2312.777439	2248.695885	2229.251373	2275.63278033333	2452.35371533333
"1/sp|P32322|P5CR1_HUMAN"	"HUMAN"	649.172082466667	602.1381035	670.028679766667	658.5427501	688.047504466667	671.557236933333
"1/sp|P36776|LONM_HUMAN"	"HUMAN"	1088.17387403333	1086.54656396667	1150.91009493333	1355.38276746667	1390.51641833333	1428.465257
"1/sp|P37759|RMLB1_ECOLI"	"ECOLI"	50.19227653	43.43831277	41.56210937	229.590595933333	208.408547366667	227.076979966667
"1/sp|P37837|TALDO_HUMAN"	"HUMAN"	2757.37705433333	2931.982213	2762.62489733333	2938.71517766667	2923.684676	2890.43200166667
"1/sp|P37902|GLTI_ECOLI"	"ECOLI"	1819.85110176667	1893.571897	1809.74004856667	7345.25062066667	7452.06509166667	7192.95263466667
"1/sp|P39019|RS19_HUMAN"	"HUMAN"	4694.92894433333	4706.73213133333	4512.47743633333	4911.840247	4685.999429	4958.05685
"1/sp|P40227|TCPZ_HUMAN"	"HUMAN"	3510.47077933333	3550.72520966667	3480.79647033333	3534.010665	3371.372713	3445.77078233333
"1/sp|P42330|AK1C3_HUMAN"	"HUMAN"	1466.44093836667	1576.02902643333	1596.5191488	1740.76267613333	1583.54210003333	1647.2708569
"1/sp|P42641|OBG_ECOLI"	"ECOLI"	48.8890146	53.7178225233333	48.042592375	192.98125306	170.872623283333	163.42575614
"1/sp|P45877|PPIC_HUMAN"	"HUMAN"	341.45512775	300.93696585	349.38431085	393.21677795	370.5238574	331.63447065
"1/sp|P45974|UBP5_HUMAN"	"HUMAN"	1133.79109276667	1190.6337055	1164.11279016667	1193.1636536	1226.66354206667	1192.6137404
"1/sp|P46837|YHGF_ECOLI"	"ECOLI"	NA	16.201312675	54.95130982	145.475075333333	272.573602233333	196.4870808
"1/sp|P46926|GNPI1_HUMAN"	"HUMAN"	527.91172	516.1834942	502.183735666667	532.923533033333	538.317626266667	528.845727333333
"1/sp|P49458|SRP09_HUMAN"	"HUMAN"	2455.250316	2653.867906	2443.962047	2522.994918	2576.470789	2518.6263515
"1/sp|P49589|SYCC_HUMAN"	"HUMAN"	616.024309233333	646.866224433333	683.590180066667	693.5254875	713.292413166667	689.699683433333
"1/sp|P49721|PSB2_HUMAN"	"HUMAN"	2156.54724066667	2172.64480966667	2275.370118	2225.74083166667	2199.129649	2178.25991666667
"1/sp|P49736|MCM2_HUMAN"	"HUMAN"	2138.003205	2232.24096566667	2139.595801	2252.08860366667	2166.14090166667	2160.24055666667
"1/sp|P49755|TMEDA_HUMAN"	"HUMAN"	1263.5506908	1287.8499757	1298.156373	1263.45591453333	1333.37935443333	1339.26408466667
"1/sp|P49821|NDUV1_HUMAN"	"HUMAN"	333.3987858	360.8768638	372.6945751	364.8811967	381.549188266667	350.678937333333
"1/sp|P50395|GDIB_HUMAN"	"HUMAN"	1997.87320633333	1967.18852866667	2046.324078	2049.487077	2014.91010733333	1943.767388
"1/sp|P51570|GALK1_HUMAN"	"HUMAN"	277.69339825	323.60861105	331.07667225	353.73421865	306.89741665	334.68810175
"1/sp|P52007|YECM_ECOLI"	"ECOLI"	NA	NA	NA	53.51106701	55.02485296	54.53140381
"1/sp|P52108|RSTA_ECOLI"	"ECOLI"	NA	NA	NA	139.60204531	118.100373206667	140.08852419
"1/sp|P52647|NIFJ_ECOLI"	"ECOLI"	NA	131.69554442	111.465775565	244.5475371	308.637126466667	307.2603306
"1/sp|P53004|BIEA_HUMAN"	"HUMAN"	944.5885441	916.680950733333	885.7134982	921.0734621	934.340753333333	899.566702666667
"1/sp|P53597|SUCA_HUMAN"	"HUMAN"	1063.77671293333	1001.64783753333	1043.92933003333	1114.7945047	1117.16975	1135.1085803
"1/sp|P53985|MOT1_HUMAN"	"HUMAN"	205.90015081	138.704599106667	121.57384157	NA	166.565136963333	NA
"1/sp|P54920|SNAA_HUMAN"	"HUMAN"	668.208324533333	673.1292979	687.5308182	702.5423261	638.4811413	629.2208563
"1/sp|P55265|DSRAD_HUMAN"	"HUMAN"	798.1292256	808.820335166667	776.176165633333	770.048985066667	784.103911366667	766.970471033333
"1/sp|P55809|SCOT1_HUMAN"	"HUMAN"	2194.89372153333	2251.5001811	2261.91105926667	2104.61737933333	2198.26061166667	2233.02756366667
"1/sp|P56182|RRP1_HUMAN"	"HUMAN"	90.71773064	90.98221483	73.808566465	90.97940056	86.592633905	71.25067984
"1/sp|P59998|ARPC4_HUMAN"	"HUMAN"	1801.57092666667	1898.88747533333	1828.15341066667	1950.55280266667	1847.00816866667	1942.040539
"1/sp|P60390|RSMH_ECOLI"	"ECOLI"	NA	NA	NA	280.5935507	312.9116233	310.646252566667
"1/sp|P60468|SC61B_HUMAN"	"HUMAN"	996.1500349	947.0038367	913.218743466667	945.320650833333	1007.9755573	1026.94243563333
"1/sp|P60546|KGUA_ECOLI"	"ECOLI"	NA	41.688926765	NA	167.368815133333	199.928986533333	178.928990833333
"1/sp|P60560|GUAC_ECOLI"	"ECOLI"	94.3321939666667	90.656895285	129.34704891	250.8573917	274.6323023	261.395513966667
"1/sp|P60651|SPEB_ECOLI"	"ECOLI"	258.836528533333	270.4983795	274.876137666667	1148.71848566667	1201.37056233333	1147.93926833333
"1/sp|P60716|LIPA_ECOLI"	"ECOLI"	146.216960133333	119.259104476667	107.89395971	564.815438866667	458.8767563	510.329238133333
"1/sp|P60723|RL4_ECOLI"	"ECOLI"	2162.723587	2212.817862	2108.229714	8959.541104	8625.46498266667	8401.348062
"1/sp|P60785|LEPA_ECOLI"	"ECOLI"	187.86418114	167.12067835	134.464841313333	568.3768789	554.150354566667	571.4670453
"1/sp|P61175|RL22_ECOLI"	"ECOLI"	1425.18927833333	1473.961666	1494.5835864	5832.77379366667	6067.204405	5966.12640033333
"1/sp|P61978|HNRPK_HUMAN"	"HUMAN"	23160.5620133333	22719.5371833333	21393.8776633333	22250.3788633333	21359.5839933333	21402.9626066667
"1/sp|P62333|PRS10_HUMAN"	"HUMAN"	902.289854133333	971.032695266667	957.0340879	793.831368566667	872.6440262	834.101210066667
"1/sp|P62399|RL5_ECOLI"	"ECOLI"	1999.91481166667	1990.21222666667	1884.72986666667	8448.23362933333	8359.91537966667	8535.75807033333
"1/sp|P62826|RAN_HUMAN"	"HUMAN"	6121.73194433333	6529.03519033333	6294.43909033333	6487.91648766667	6330.34496133333	6316.24339366667
"1/sp|P62995|TRA2B_HUMAN"	"HUMAN"	1777.76527273333	1852.7062915	1769.42058006667	1715.55320196667	1728.51242063333	1843.86996093333
"1/sp|P63244|GBLP_HUMAN"	"HUMAN"	8399.34705133333	8857.378897	8422.872833	8783.832792	8733.638372	8477.664758
"1/sp|P64429|YPFJ_ECOLI"	"ECOLI"	NA	NA	NA	44.06209886	49.078326985	40.49253074
"1/sp|P64483|YEAK_ECOLI"	"ECOLI"	114.941103975	92.6283742066667	112.47327489	385.875656	389.730108533333	419.756557733333
"1/sp|P64557|YGFM_ECOLI"	"ECOLI"	NA	NA	NA	148.0105249	182.907924166667	206.552275
"1/sp|P64596|YRAP_ECOLI"	"ECOLI"	270.664270296667	314.877682555	320.267249533333	527.032853133333	559.8094495	605.3860265
"1/sp|P65807|YGEY_ECOLI"	"ECOLI"	173.215173733333	188.552483866667	197.779360233333	671.213190533333	646.757112696667	681.704531666667
"1/sp|P68206|YJBJ_ECOLI"	"ECOLI"	605.9072264	551.12156	578.610877733333	2406.54747133333	2336.420399	2326.79772033333
"1/sp|P68739|NFI_ECOLI"	"ECOLI"	NA	NA	NA	119.46837982	103.653536426667	129.675979466667
"1/sp|P75960|NPD_ECOLI"	"ECOLI"	NA	NA	NA	NA	86.36521165	99.8965705766667
"1/sp|P76004|YCGM_ECOLI"	"ECOLI"	45.1382451433333	NA	56.52927107	204.12877715	237.198983173333	197.58674129
"1/sp|P76290|CMOA_ECOLI"	"ECOLI"	NA	NA	NA	55.216912455	63.43370216	NA
"1/sp|P76536|YFEX_ECOLI"	"ECOLI"	NA	NA	38.334440725	184.184002266667	173.035727533333	205.437144066667
